ID716,2.60317079691
ID717,2.59635065644
ID719,3.01352102726
ID720,3.0193377915
ID721,3.01594116057
ID722,2.63538314551
ID723,3.00224280712
ID724,3.02434187545
ID725,3.02640401499
ID727,3.01723204897
ID728,3.02146962378
ID729,2.93485202839
ID730,2.61733341557
ID731,2.63055484346
ID732,2.9281678937
ID733,2.76045991881
ID734,2.75048734673
ID735,3.00623913628
ID736,2.68909512835
ID737,2.61540751335
ID738,3.00916881437
ID739,2.62515078716
ID740,2.61607940474
ID741,3.00673158488
ID742,2.6155559912
ID743,3.01015953894
ID744,2.62566728681
ID745,2.62524099384
ID746,3.00717587455
ID747,2.61586865397
ID749,2.60436522637
ID751,2.60454091067
ID752,2.83699439387
ID753,2.77144264034
ID757,3.01359561355
ID759,2.90965049731
ID760,2.75236410582
ID761,2.60780935402
ID762,2.68969823079
ID763,2.68611304872
ID764,2.59539481202
ID765,2.62818333953
ID766,2.60124704549
ID768,2.76228594881
ID769,2.60696925831
ID770,2.6167148502
ID771,2.59670310157
ID772,2.59109046569
ID773,2.586317624
ID774,2.59166307498
ID776,2.59475973737
ID777,2.59281575606
ID778,2.98589686372
ID779,2.59524127924
ID781,2.59409526467
ID783,2.59405176038
ID785,3.02175014896
ID786,2.79464454816
ID787,2.78048000597
ID788,2.77976121099
ID790,3.01115973996
ID792,2.60096001578
ID793,2.59692171912
ID797,2.55337244146
ID798,2.3610388454
ID801,2.55575123988
ID802,2.55585864708
ID803,2.8618778528
ID804,2.85614988857
ID806,2.99501811393
ID807,2.95116340785
ID811,3.15617748485
ID812,3.09712118605
ID813,3.0299238547
ID816,2.99231221454
ID817,2.98361262301
ID818,3.01367210542
ID819,3.02603798796
ID820,3.102753216
ID821,3.00255080715
ID822,3.0025225732
ID823,2.98995577502
ID824,2.99999308143
ID825,2.8635135349
ID826,2.86585555867
ID833,3.00646979423
ID834,3.01718802511
ID835,3.02755439071
ID838,3.18665146388
ID839,3.00818917172
ID841,3.0353303171
ID844,3.02961317059
ID848,3.08964432027
ID849,3.02317012759
ID850,3.02579556915
ID851,3.01942821576
ID852,2.69161877261
ID853,3.02936872309
ID854,2.92665893028
ID855,3.03140153621
